################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3541708837948210E-01 a         1     0     1     1     1
  1.5201545836673178E-01 a         2     0     1     1     2
 -2.3466699792715140E-01 a         3     0     1     1     3
 -1.5006380414600173E-01 a         4     0     1     1     4
 -5.3792228023239574E-02 a         5     0     1     1     5
 -1.7067514007599599E-01 a         6     0     1     1     6
 -2.1002371156129990E-01 a         7     0     1     1     7
  1.1566651040419119E-01 a         8     0     1     1     8
  2.3319475501708437E-01 a         9     0     1     1     9
  1.1542125818069145E-01 a        10     0     1     1    10
 -1.0761256247187274E-01 a        11     0     1     1    11
 -2.4328895480106186E-01 a        12     0     1     1    12
  2.2634848315862244E-01 a        13     0     1     1    13
  1.6841272594023424E-01 a        14     0     1     1    14
  6.8022554760109313E-03 a        15     0     1     1    15
 -1.6273482832341805E-02 a        16     0     1     1    16
  4.7501221015285158E-02 a        17     0     1     1    17
  8.0749116327463677E-02 a        18     0     1     1    18
  2.6153349375351051E-03 a        19     0     1     1    19
  1.8672418320333331E-01 a        20     0     1     1    20
  9.1842992460062695E-02 a        21     0     1     1    21
 -1.6158231373602353E-02 a        22     0     1     1    22
 -6.7906612975625266E-02 a        23     0     1     1    23
 -8.5223091672740989E-02 a        24     0     1     1    24
  8.1506675756333316E-02 a        25     0     1     1    25
 -9.4355290126149918E-02 a        26     0     1     1    26
 -1.0793729277240384E-02 a        27     0     1     1    27
 -1.6399744505084976E-01 a        28     0     1     1    28
  1.6552547020541267E-01 a        29     0     1     1    29
  2.4180552587879159E-01 a        30     0     1     1    30
 -1.5303594128789039E-01 a        31     0     1     1    31
  5.2114586982479241E-02 a        32     0     1     1    32
  1.4220540248626959E-01 a        33     0     1     1    33
  1.4398759654213683E-01 a        34     0     1     1    34
  5.0891554639190970E-02 a        35     0     1     1    35
  8.7108503400427265E-02 a        36     0     1     1    36
  2.0115334278171329E-01 a        37     0     1     1    37
 -1.5622891214898618E-01 a        38     0     1     1    38
  1.1196474295035364E-01 a        39     0     1     1    39
  1.4852293037040956E-01 a        40     0     1     1    40
  4.9940006422020487E-03 a        41     0     1     1    41
  8.4448865485256916E-02 a        42     0     1     1    42
  2.2250244999175703E-02 a        43     0     1     1    43
  1.6428424394361124E-01 a        44     0     1     1    44
  1.5943019308123313E-01 a        45     0     1     1    45
  1.7849031890085573E-01 a        46     0     1     1    46
  1.5257087590944532E-01 a        47     0     1     1    47
  1.5387012699332950E-01 a        48     0     1     1    48
  1.9762707741868266E-01 a        49     0     1     1    49
 -1.5792047374811632E-01 a        50     0     1     1    50
  1.6106590940871071E-01 a        51     0     2     1     1
 -1.3988660532639755E-01 a        52     0     2     1     2
 -2.9961236128599068E-02 a        53     0     2     1     3
  2.0844387499203232E-01 a        54     0     2     1     4
 -1.2458095859338549E-01 a        55     0     2     1     5
 -2.5342559243451296E-01 a        56     0     2     1     6
  1.3533875822913682E-01 a        57     0     2     1     7
  2.3928924679910760E-01 a        58     0     2     1     8
  3.9932013399188178E-02 a        59     0     2     1     9
  1.8892603371178904E-01 a        60     0     2     1    10
 -9.1360310039967030E-02 a        61     0     2     1    11
 -9.4064231786787258E-02 a        62     0     2     1    12
 -1.4283075722152025E-01 a        63     0     2     1    13
 -1.0860191390195453E-01 a        64     0     2     1    14
 -1.7412858933245834E-01 a        65     0     2     1    15
 -2.2140045856776805E-01 a        66     0     2     1    16
 -4.6179758328946198E-02 a        67     0     2     1    17
  1.7424213727417948E-01 a        68     0     2     1    18
 -9.9430035810152126E-02 a        69     0     2     1    19
  2.3055675884373694E-01 a        70     0     2     1    20
  1.8318140888741832E-01 a        71     0     2     1    21
  1.8870413602282529E-01 a        72     0     2     1    22
 -1.0498748936295102E-01 a        73     0     2     1    23
 -5.5929043900596040E-02 a        74     0     2     1    24
  6.1205491113091584E-03 a        75     0     2     1    25
 -4.3919578089672340E-02 a        76     0     2     1    26
  6.1525275446690109E-03 a        77     0     2     1    27
 -2.5524925883516464E-01 a        78     0     2     1    28
 -2.0624305230190743E-01 a        79     0     2     1    29
  4.5475818242825192E-02 a        80     0     2     1    30
  2.0280497406085315E-01 a        81     0     2     1    31
  1.6602554086668822E-01 a        82     0     2     1    32
 -1.6658111906919179E-01 a        83     0     2     1    33
 -3.0414339190541002E-02 a        84     0     2     1    34
 -2.4876833530674711E-01 a        85     0     2     1    35
 -3.6069346295397479E-02 a        86     0     2     1    36
 -1.4451477375647859E-02 a        87     0     2     1    37
 -1.6206688138161945E-01 a        88     0     2     1    38
 -2.4134141756177505E-01 a        89     0     2     1    39
  2.4966682452826777E-01 a        90     0     2     1    40
 -2.9842809171434465E-02 a        91     0     2     1    41
  1.8426290233409973E-01 a        92     0     2     1    42
  7.7835981761020740E-03 a        93     0     2     1    43
  2.3631550163228901E-01 a        94     0     2     1    44
 -1.1854178384409017E-01 a        95     0     2     1    45
 -1.5108584336225414E-01 a        96     0     2     1    46
  1.9571669516394649E-01 a        97     0     2     1    47
  2.4260593104986591E-01 a        98     0     2     1    48
  1.5384336827881676E-01 a        99     0     2     1    49
 -6.5346396713653235E-02 a       100     0     2     1    50
 -7.8609229838384352E-04 a       101     0     3     1     1
 -1.9277986214874646E-01 a       102     0     3     1     2
  2.4373783052457676E-01 a       103     0     3     1     3
 -5.6316839411958294E-02 a       104     0     3     1     4
 -2.3109706425806156E-01 a       105     0     3     1     5
 -5.3090859088354383E-02 a       106     0     3     1     6
 -8.2980322744964766E-02 a       107     0     3     1     7
 -5.4198189744949880E-02 a       108     0     3     1     8
 -1.3022409304678820E-01 a       109     0     3     1     9
  9.4044474675868794E-02 a       110     0     3     1    10
  1.8686020496426495E-01 a       111     0     3     1    11
  1.7668637334077761E-01 a       112     0     3     1    12
 -1.8522655842482955E-01 a       113     0     3     1    13
  1.5340005690188507E-02 a       114     0     3     1    14
 -8.3106003057592928E-02 a       115     0     3     1    15
 -2.2088612034200333E-01 a       116     0     3     1    16
 -2.2034423829740793E-01 a       117     0     3     1    17
  1.2823621236233682E-01 a       118     0     3     1    18
